text,label
mcc नेपालीको  लागि रामराे हाे,1
सहि हो कुरा।,1
सही भन्नु भो गोकुल जी ।,1
के ७० करोड भन्छौ नालायक हो तेस्ता किलिप्स प्रसारण गर्ने पत्रुकार ऐले नेपाली काङ्ग्रेस को केन्द्रिय सदस्य भको छ साला सब चुतिया हुन,0
सबै भन्दा खराब नेता गोकुल हुन,0
सबै भन्दा पहिले  कानुन् मिचेर ७० करोड को भ्रष्टचार  गर्ने गोकुल बास्कोटा ले राजिनामा दिनु पर्छ,2
यो चोर लाई देख्यो त दिमाग तातियेर आउछ 😡😡😡,2
जबरजस्तीको कुरा गर्छ यार ।,2
यस्ता वहियात नेतालाइ ल्यार किन समय खेर फाल्नु हुन्छ धमला जि।छि छि,0
याे गाेकुलेलाई हराउनुपर्छ,0
जति सकिन्छ सफाई दिउँ ।,2
प्रस्न गर्नै जान्दैन हो यो धमला जी ले,2
चोरको अन्तर्वार्ता आएछ ७० करोड चोर भुसडी😁,0
70 कारोड चोरको फेरि आगमन भएको रहेछ म त भन्छु गोकुल चोर देश छोड।,0
बुडो गोरु जठौ  भीरमा जाऊ । थुक्क मेरो देशको नेता लाज पचेका बिदेशी डलरबादी देश पुरै धरशयमा पारिसक्यो ।,0
जेजे भए पनि यो मान्छे को कुरा सुन्दा मजा आउछ 🤪🤪🤪🤪🤪🤪,1
क्या दिन्छ गोकुले ब्रो 🙈🙈,2
यो 70 करोड गोकुले ओलीले गर्दा खुप चुरी फुरी गरिरहेको छ लाज सरम नभएको,0
"काभ्रेका बादसाह, एमालेको ताकत- गोकुल दाइको कुरा सुन्न मजा आउछ",1
७० करोड ले अलि बढी गफ दिन्छ,2
70 करोड भ्रष्टाचारि केपि को पुच्छर,2
जस्ले जति सुकै भनेनि गाेकुल बमस्काेटालाई मैले माने,1
होइन यो उखाने को छोरो हो भन्दैमा 70 करोड- वाला गोकुले ले पनि हसाउनु पर्ने हो र हिजो उसको पार्टी हुदा सबै ठिक गरेको रे अहिले बाहिरिय पछि यो सरकार ले केहि गर्न सकेना रे कति हास्नु हो अब त तिमीहरु Perfect 👍 भैसकेछ साप्ताहिक उखान टुक्का कारेक्रम चलाउदा हुन्छ all the best 👍👏,2
जस्तो गुरु त्यस्तै चेला।,2
गोकुल  जि ले गर्नु हुन्छ,2
मर्ने बेलामा लामो सास फेर्छ तेस्तै होला नि झुम्रेड।।।,2
70 करोड पनि नक्कली हो भन न ।,2
यो चोरलाइ किन घरीघरी अन्तरबार्ताको लागि बोलाउछौ धमला बुढा?,0
७० करोडलाई बोल्न पनि लाज लाग्दै बा,0
७० करोड धिक्कार तिम्रो विचार मुर्दावाद,0
आमा को कुरा मामा संग नगर्नुस् न धमला जी,2
यो रिशी धमलालाई लाजै छैन यार 1000 पटक राजेन्द्र लिङ्देललाई ल्याउ न यार अरु नेताहरुलाई नल्याउ के यार दाइ,0
छिछिछिछि यस्तो नालायक लाई पनि के ल्याएकाे हाेला यार हेर्ने लाई पनि दिक्क । खै ७० कराेड कता गयाे । याे ले पनि के माधवकुमार शीत दाज्न मिल्छ। ऋषि सरले पनि यस्तो लाई ल्याएर अाफ्नाे खुट्टामा अाफै बन्चरो हान्दै हुनुहुन्छ है।,0
गोकुल को राज निति चहि कता,2
70 करोडको चुरीफुरी यत्रो ?,2
"सब थोक गाली गर्छन् अहीले ,भोली आन्द्रा जोडछन् मुलाहरु",2
मान्छे कोल्याप्स गदिनु परो,0
दलाल भगाउ देश बचाउ,2
70करोड त बाहिर आयो अझ यिनले कति खायो होला,2
यो नालायक ७० करोड कता बाट आयो,2
यो भतुवा 70 करोडलाई किन बेला बेला मा बोलाउछन मिडिया मा?,2
सहि कुरा,1
मलाई पनि चाईयो बोरा बोरा पैसा 🤣🤣,2
ए मा ले को चुनाव चिन्न्ह गोकुल बास्कोटा,2
70 करोडले ठुलो ठुलो कुरो गर्दै छ त,2
चोरै हो। 🤨,0
भरष्ट चारिका खलक हरु कति चुनाब चुनाब भनेको हो,2
डलर सन्चितित 70 मा भा छ,2
हेरौला रे 😁😁😁😁😁😁😁क्मेदी च्याम्पियन को जज मनोज सर ले यो सुनेर कमेन्ट गर्नु भो.....करोड 70 करोड ......त्यस पछि मेरो जो चोर उसैको ठुलो सोर।इनि भन्दा ठुलो चोर को होला? लाज सरम भन्ने छैन अझ ठुलो कुरा गर्छ जनताले मलाइ के भन्छ्न भन्ने पनि नहुने😁😁चुनाब जित्ने रे थु,2
70 carod खाएर ठूलो कुरा गर्छ,2
भ्रष्टाचारि डाका।,0
नक्कली टेप 😂😂😂,2
बोल्न चै निडर नेता हो गोकुल बास्कोटा ज्यु ।,2
फेरि यसको बर्वरोट सुरु भयो 😅😅😅😅😅,2
70 करोड वाला अझ कति चुरिफुरी गर्छ थुक्क,0
रा प्र पा संग सह यात्रा गर्छ एमाले ले,2
70 पछि अरु कति हो अब केही समय रोकिएकोमा किन रिसाउनु हुन्छ नेता ज्यु.,2
चोर आयो !,0
लाज सरम छैन चोर लाई,0
गकुल 70  खरब चोर हो,0
यो गोकुले को दिमागमा केही समस्या छ जस्तो छ,2
चोर डाका,0
"थूक्क यस्ता खुराफाती  खड्केको  हलिहरु लाइ पनि मिडियामा स्थान दिने? कोहि नपाएर ?   खड्केको  हलि , प्रतिगामीको मतियार भएर क्रान्तिकारीसँग जोरी नखोज्",0
जनजाति जस्ता अहिलेसम्म दमनमा परेकाहरुलाइ कोटा छुटाउदा गाली गर्नेहरुले क्षमता नभएको मान्छे आउछन् रे तिमीहरूको नियम र कानुनले यस्तै क्षमता भएको मान्छे ल्याउछन।,2
पागलपना...,2
हेल्लो सत्तरी । के छ?,2
"सन्सार कै पहिलो नकचरो ,७० करोड प्रमाण सहित आउदा पनि यति धेरै घमण्ड । भ्रष्ट लाई के सजाय हुनुपर्छ भन्नुस साथी हो ?",2
म पनि dislike गर्न मात्र आकी हुं।,0
ल हेर यस्को दम्भ,2
यो फटाहा लाई बोलाएर के छलफल गरेको होला,0
हेहेहे पागल साले 70 करोड मुजि यस्लाइ भेट्न् पाए,0
"बुढाले नि उखान टुक्का दिने रैछ,,",2
लाजपचेको ७० करोड,0
लाटा गाउको गाडा तन्नेरी नेता हरु,2
यिनै अनुहार अघि सारे एमाले पत्तासाफ निश्चित छ।,2
70 करोड कम भयो ?,2
मेरो खातामा एक बोरा हाल्दिनुसत गोकुले चोर,0
"गोकुल बास्कोटा ले सिधा एन्सर दिन्छ, अरु नेता जस्तो चिप्लो ‌धस्दैन। तेसैले मन पर्छ।",1
70 करोडको मुसो,2
नेताहरु भ्रष्टाचार गर्छन जनताको छोराछोरी बिदेशमा रुदै बस्नु परेको छ नेताहचै खान्छन??,0
70 डाका,2
बो लकड … ओलीको लकड गोकुल जी,0
यो मुजि 70 करोड लाई किन ल्याउनु हो मुजि धमला,0
70 होइन अब ब्याज सहित 75पुगि सक्यो हो,2
तेरिमा ७०,0
"आज सम्म एमाले को सरकार भको भए लालपुर्जा पाईन्थ्यो होला, गठबंधन सरकार ले डुबायो।",2
यस कि मा डाका चोर फटाहा गोक्कुले,0
सत्तरी करोडका एक्ला मालिक गोप्ले काजि ज्यु लाई सत्तरी पटक जदौ गर्दछु🤣🤣🤣🤣,2
काभेली जनता को ढुकढुकी आदरणीय ७० करोड (गाई को अनुहार परेको गोरु ),2
यो रिखी धमलाले सुर्जे र गोकुले बाहेक अरु गेस्ट पाउदैन,2
अब को चुनाव मा यो गु बास्कोटालाई काभ्रेली जनताले भोट दिएर जिताए भने काभ्रेको जिल्लाको 100 वर्ष सम्म विकास हुँदैन,0
यस्ता नेता त पालेको छ केपि ओली ले,2
एमाले लाई यस्तै नेता भएर अब अर्को चुनावमा 50 सिट पनि आउदैन गफ मात्रै ठुलो गर्ने हो यिनले काम छैन नेपालका चोर नेताहरुको जनताको नाममा राजनीति गर्न छोडे हुन्छ अब जनता बुझ्ने भैसके चुनावमा एक एक हिसाब हुन्छ केपिको छोरो भएर हो जोगाको नत्र अरु भएको भए 70 करोड कान्डमा जरुर जेल जान्थे।,2
70 कुमार,2
चुनाव मा माकुनेको हालत के हुन्छ जन्तालाइ राम्रो थाछ १७000को त कुरानै नगरुम,2
तेरो बाउ केपि को बिर्ता हो ठग अब त लाठा खानि हो,0
सहि तर्क गोकुल जि ।।,1
माधब कुमारले चुनावजितेकाहुन् भने अब जितेर देखाउनु पर्याे ऋषि जि।पत्रकार जि सहि विश्लेषण गर्न तपाइलाइ केले छेकेकाे छ?खरखजना!!!!!!!,2
एमाले को कारण ले देस सकिने भयो  😭😭,0
विदेशीको चम्चा,2
Yo ७९ करोड आयो फेरि आयो। घ म डी,2
हैन यो मान्छेलाइ किन जैल मा नकोचेको,2
७० करोड भ्रस्टाचार गर्नेको अन्तर्वार्ता के सुनिरहनु,2
"गोकुले लाई बोल्नु किना सरम लाग्दैन? 70 करोड भ्रष्टाचार ,कमिसन कान्ड प्रस्ट छ।।",2
सहि र हकि मानछे लागछ,2
पाध्छ अाज पनि   70 कराेड,2
70 करोड आवाज ल्याउनु बाहिरिनु कानुन सम्मत अनि चाहिँ माधब नेपाल कानुन बिपरित गरे के हो यो पारा फेरि म माधब नेपालको झोले हैन है झोले हरु,2
"आउलास भोट माग्न भ्रस्टचारी , 34:31 बाट भ्रस्टचारीको कुरो सुरु गर्छ धमलाले",2
"हेप्नि, काेल्याप्स लाई पनि 70 कराेड ले जिन्दगी भर सताई रहने भयाे🤣🤣🤣",2
70 करोड आधा आधा गरुम काका म कति बिदेश मा दुख गर्नु तपाई लाइ साथ दिन लाउछु सेटिङ मिलाउदै गर्नु म अझै समर्थन ल्याउछु नि उनिहरुलाइ नि भाग दिनु पर्यो नि,2
यो चोरलाई झेल कहिले कोच्ने हो,0
लाज नभएको  पागल चोर भर्ता चाहिँ खाने तर सम्सद बध गर्ने  अझै लोकतन्त्र  को कुरा गर्ने,0
"सबै भन्दा पहिला ७०कोरोड बेक्तिले राजीनामा दिनुपर्छ एमालेलाई राम्रो बनाउनको लागि, एमालेमा राम्रा मान्छेहरू पनि धेरै छन् यस्ता ",2
भष्ट्रचारीनेतालाई तुरुन्तै बर्खास्त गर्नुपर्छㅣ,2
ऋषि धमला काङ्ग्रेसको मान्छे भएरहाेला खालि शेरबहादुर काे मात्र कुरा गर्छन्,2
रिसि धमला काईते पत्रकार भयो। खालि प्रचन्ड र माकुनेको पक्षमा मात्र बोल्छ।।पत्रकारत जनताको पक्षमा हुनुपर्छनि,2
खरो र प्रष्ट ठेट कुरो गर्ने संकाहा नेता गकुल बास्कोटा,2
यस्लाइ देश निकाला गर्न्नुपर्छ,0
७० करोडको मालिक लाई कस्तो कस्तो कमेन्ट् आएको छ भनेर हेर्न आउने को को हुनुहुन्छ 🤟🤟🤟,2
अहिले आफुले फेरि 70 करोड झ्वाम पार्न नपाएर रिसाउदै छ भतुवा,2
अलि राम्रो मान्छेहरुलाई लिएर interviwer गनुहोला,2
यो रिशी धमला लाई लाज नै छैन किन यस्ता खोका नेतालाई बोलाउछन भन्या के,0
मैले कति भनौ के भन्या किसान मजदुरलाई ल्याउनुस के,2
भ्रस्टाचार नेतहारुलाई किन ल्याउनु अनि किन सोद्नु 70 करोड भनेर न सोद्नेलाई लाज न गर्नेलाई लाज,2
कुरा सहि गर्नुभयो,1
दिमाक तातेर आउछ भन्या यसको कुरा सुन्दा ।,2
नेपाली राजनीतिको हक्की नेता गोकुल बास्कोटा  रहेछ भन्ने कुरा थाहा भयो है।खुलम खुल्ला  च्यालेन्ज गर्दा पनि किन छानवीन नगर्या होला सरकार?,2
याे चाेरलाई के थाहा प्रचण्डले गर्दा खुलेआम सबैकाे बिराेध गर्नपाकाे छु भनेर।,2
छि छि छि अरु कोहि नभएको ले यहि चोर लाई किन देख्नु परो यस्लाइ त जेल मै कोच्नु परो 70 70 70 70 70 70 सातै चोटि 70 चोर,0
हिजो एमाले राजनीति मा हिरो थ्यो अब विस्तार मा खस्किदैछ किनकि एमालेको प्रमुख केपि स्वमं आफ्नो सत्ता को लागि जे जस्तो रणनीतिज्ञ योजना अपनाउन सक्ने रहेछ। यो कायर देशद्रोही केपि आज mcc पक्ष मा ओकालत र द्रुष्ठ योजना परिकल्पना गर्दैछ।,2
"याे गाेकुले खाते भ्रष्टाचारी लाई बाेल्न पनि लाज मान्दैन,संसदमा हल्ला गरेर तलब भत्ता खान्छ,जनताकाे पसिना खान्छ,करु जनताकाे उहीँ के के खानु नि!",0
"केपि डाकाले याे गुखानेलाइ 70 कराेड घुस खान दियाे, सम्सद चाहिदैन भनेर 2 2 पटक सम्सद बिघठन गर्याे अनि बाेल्न याे डाकालाइ लाज लाग्दैन,अाेलिवेसनमा पर्त्यक ब्यक्तिलाई 3000 हजारका दरले पैसा दियर खान र चितवन घुम्न र हेर्न गयका मान्छे मुला गु खाने",0
जस्ले जेसुकै भनेनी गोकुल कम्रेड को बोलि मा दम छ ✊✊✊✊✊,1
ऋषि धमलाको पत्रकारिता सकियो जस्तो लाग्छ गठवन्धनको कार्यकर्ता जसरी वकालत गर्न थालेको देखिन्छ😆😆😆,2
तेरो बाउ ओलिले त संविधानमै नभाको 2  चोटि सानसाद विघटन  गरेर  लोकत्रन्त धोस्त पार्न खोज्ने अपराधी हैन ।।,2
Kp को पालामा पहिला पहिला त खुब खेदो खन्थ्यो त खोई विकास गर्या भनेर त्यो विकास नदेख्ने आँखाले ऋषिको अनि अहिले को सरकारले के गर्यो त खोई ??? अहिले जताततै धूलो अनि कच्ची सडक omg ..पहिला त एउटा खाल्डो देख्न नहुने सामाजिक सञ्जाल मा खुब देखिन्थ्यो त अहिले खोई त बोल्या धमला jiiiiiiiiiii ????? खुडेले सुसल्ने हाम्रो देश के भन्ने यस्तालाई ।,2
बोलीमा दम छ हाम्रो गोकुलबाको ।,1
ए ऋषि दा यो मुजी भ्रष्टलाई प्राइम टेलिभिजनमा किन ल्याउनु हुन्छ ?,0
👉️ एमाले मुर्दावाद 😠😠😠,0
गोकुल बास्कोटा दि लेजेन्ड😆,2
सफा मन का गोकुल जी सलाम ✊✊✊नेकपा एमाले जिन्दावाद ✊✊☀️☀️☀️☀️,1
राष्ट्रवादी नेता भिम रावल जिन्दाबाद सलाम छ,1
डा. भिम रावल को कुरा पनि ठिक छन 👍,1
mcc को लागि खोलेर बोल्ने महान नेता,2
ब्याटल पछि LIVE ROUND मा प्रवेश गरेको छु । मलाई आशा छ तपाईहरुले मलाई vote गर्नु हुनेछ । र finale सम्म पुराउनु हुनेछ ।,2
यो धमलाले हावाहावा हेडलाईन लेख्छ भन्या😜भीम रावलले कहिँकतै नयाँ पार्टी खोल्ने कुरा गरेको त सुनिएन त🤔,2
राजनिमा पदमा बसेर मात्रै आफ्ना राजनितिक कार्यक्रम गर्न सकिन्छ भनने लाई गतिलाे उदाहरण हाे💐💐💐,2
भिम रावल को महान बिचार छ। यो फिर्ता हुनु पर्छ जनता सडक मा आइसके एसले कसैलाइ पनि फाइदा गर्दैन,2
mcc जसरिनि खारेजगर्नुस,2
पदकाे पछिनलाग्नुस,2
अहिले को अबस्थामा मा जुन सुकै पार्टी का भएनी  डा भिम रावल महान नेता हुन,2
"अबको नेपालमा भिम रावल जस्ता बिचारशील, देश भक्ति, स्वाभिमानी, निस्वार्थि, निडर, बिकासवादी, जनप्रेमी, नेताको आवश्यक छ । अब प्रधानमन्त्री भिम रावल लाई बनाउनुपर्छ । मलाई मन पर्ने एक मात्र नेता डा: भिम रावल । सलाम छ डा: भिम रावल जनता सधैँ हजुरको साथमा छौ । 💕💕💕💕",2
कुनै ..जी गरे पनी गलत हो wow भिम सर 🙏🙏,2
नेपाल आमाको असल सन्तान सुदुरपश्चिमको खम्बा अनि उदाउँदो तारा डा भिम रावल जि लाई सलाम,2
"अरू कुरा त्यस्तै हाे, भाेलि बिहान एमसिसि सम्बन्धि भिम रावललाई पावर पाेइन्ट प्रस्तुत गर्न दिनुभयो भने ऋषि धमला जी काे पत्रकारीताकाे अर्काे उचाइ थपिने पक्का छ ।",2
यो रिष धमला पत्रकार होकि राजनीति गर्ने पत्रकार हो यत्रो बरिस्ठ पत्रकार भएर mcc बारे जानकारी न लिने यो पत्रकार हुनै  सक्दैन,2
"कति ठूलो निरंकुशता रहेछ,भन्ने कुरा प्रष्ट भयो।",2
डाक्टर भिम रावल तपाइँलाई जनताको सदैव साथ मिल्ने छ यसरी नै राष्ट्रीयता र जनताको पक्षमा अडान राख्नुहोला इतिहासले तपाइको मुल्याङ्कन गर्ने छ।के पि ओलि कम्पनिले पाखा लगाए पनि हतास नहुनुहोला।,2
धमला बौलाहा भए यो कि किन एस्तो बिलिरा छ डाका,2
डा भिम रावल ऐक मात्र राष्ट्रबादी नेता सलाम छ कमरेड,1
भिम रावल जि एक हिम्मत वाला लिंडर हुन पार्टी मा बनी रहनुपर्छ पर्छ जनता साथ छ,2
नेपाल मा 1 मान्छे 1 दल भए विकास राम्रै हुन्यो।।।।।।,1
अहिलेको आवस्थामा भिम रावललाई साथ दिन जरूर छ नेपाली जनताले..No MCc,2
एमालेमा तपाईंको बलियो पकड हुन जरुरी छ डा रावल जि यसै गरि रास्ट्रको मुद्दामा अडिग रहनु होल। अधिबेशनमा तपाइको पराजय भएतापनी जनताको नजरमा तपाईं सबैभन्दा धेरै मतले जित्नु भएको छ।,2
ऋिसि धमला ले  mcc अध्यन गर्नु र निपुर्ण हुनु अन्तर्वार्ता दिनेलाई पूरा भन्नै नदिने कस्ताे पत्रकारि ता हाे ।,2
यदि भिम रावलले पाटि खोले त्यस पाटिमा जान मलाई हतार छ,2
भिम रावल अबको प्रधानमंत्री हुन पर्छ,2
ऋषि धमला नेपाली काङ्ग्रेसको सदस्य हो,2
देशभक्त डा. भिमबहादुर रावल जय देश जय जनता,2
"हौवा पत्रकार , भुमिकामा सम्पुर्ण पार्टीका जरो खोतलेर किन बोल्ने ?",2
जब सम्ममाथि यम्लोग बात अन्तिम टिकट आउदैन तब सम्म अरुले चान्स पाउदैन अधेछे हुने कुनै पनि पार्टी को तानाशाही नियम  यहि हो हजुर!!,2
MCC राष्ट्घाती हो एमसीसी चाहिँदैन यसलाई पास गर्न दिनु हुन्न यसको बिरोध गरौ आऊ जनता एक हौ। Dr भिम रावल सही कुरा गर्दै हुनुहुन्छ।,2
नेता भिम रावल जिन्दावाद।,1
धमला भनेकाे MCCकाे दलाल काे यसलाई सबैकुरा थाहा छ तर प्रस्न सत्य कहिले साेध्दैन ।बरु बचाउ गर्नपछि लाग्छ ।,2
बैचारिक हिसाबले  फरक राजनितिक बिचार होला,2
तर रास्त्रियताको सवालमा भिम रावललाइ सलाम,2
प्रधानमंत्री बन्नको लागी गुड लक,1
कुनै जि ले गरे नि गलत यो - dr भिम रावल ❤️❤️,2
भिम रावल  जिन्दावाद ।यो पागल छ होउ पत्रकार नी बोल्नैदिदैन त,2
भिम रावलले अब केपिकाे पछाडि अल्झिरहनु अाश्यक देख्दिन मत,2
डा भिमरावल भावी पार्टी अध्यक्ष पक्कै हो ।,2
बोलाउनु पर्यो! डाकटर साहाब लाई! पावर पोईन्ट दिनु पर्यो!,2
पार्टीलाई र सरकारलाई खैलो खने पछी यस्तै हो।,2
तर ऋषी जी काे आफैं जितेर बोल्ने बानी नराम्रो प्रश्नको उत्तर सुन्नै नचाहने ।,2
पागल धमलाले अाफु नसुन्ने अनि भन कि भन भन्ने।सायद धमलाले MCC सम्झौता पढेकै छैन।,2
मनपर्ने नेता हो रावल तर नया पाटी खोले अध्यक्ष हुन नपाएर तड्पेको रहेछ भन्ने बुजिन्छ र फेरि डुब्छ रावल,2
"अरु त,,,, तै चुप मै चुप छन् तर भिम रावल चाहि MCC को सवालमा खुलेर बिरोध गर्नुभएको छ । यस अर्थमा भिम रावल र अरु नेतामा धेरै फरक छन् । सहि भिम रावल नै हुनुहुन्छ ।",2
धमला जि प्रस्न गरेपछी जबाफ सुन्न पनि तयार हुनुस बकमफुसे रुपमा किन कराको जबाफ दिदै छन कमरेड ले सुन्न पर्यो नि,2
"नेकपा एमाले नेकपा ""बामाले"" भइसकेको कुरा सबैलाई थाहा छ! माहाधिबेशनको बेला होटलमा 2 दिन चुनाव हुन नसकेको ""बा"" लाई नयाँ छोराछोरी जन्माउन लामो प्रसब बेदना भएको कुरा भीम रावलले बुझ्नु पर्दछ!!!",2
भिम रावल को कुरा एकम सहि छ ।यदि एमाले छाडेर जन्छ भने भिम रावल देश भक्त होइन आफ्नो स्वार्थ को लागि राजनीति गर्ने रहेछ भनेर बुजिन्छ अब आउने महादिबेशन मा अध्यक्ष बन्ने गरि काम गर्नुस् कार्य कर्ताले अबस्से साथ दिन्छ ।,2
कुरो त सहि गर्नु भा हो।तर बोल्न नदिएरै हैरान गरे के ऋषि जि ले😄😄,2
सायद एमसिसिको बारेमा धेरै बहस गर्ने मिडिया प्राइम टिभि होला।अब कुनै दल विशेषका नेतासंग एम्सिसिको बारेमा धारणा लिनुभन्दा सडकमा जनता संग लिने काम गरौँ ।,2
"mccनाममा अमेरिकाले लगानी  गरेर नेपाल भुमी हडप्ने उदेश्य ले  शुरु गरियको छ ,यसको अाशय सहिरुपमा ऋषिजिले पनि प्रष्ट  पार्नु पर्दैन अन्तरवार्ता टुदि प्वाइन्टमा प्रष्ट  भन्न दिनु पर्दैन",2
देश र जनता को हितमा गरेको काम चै के रहेछ भीम रावल ले? आफ्नै निर्वाचन क्षेत्रको हाल के छ? बड्डा त्यति मात्रै हेरिदिनु त एकपटक,2
केही चोर्‍यान्न पार्टी खेले पनि 👍️,2
रास्ट्रको सपूत नेता प्रष्ट नेता कहिले पनि पार्टी को आब्शेक प्रदैन mcc ko बारेमा बिरोध गर्ने बेक्ती जानेन्द्र शाही हुन उनी कुन पार्टी काहुन र हजुर प्रष्ट बिचार छ भिम रावोल मा सचादेश भक्त भयर पनि केहिगर्नसक्छन भिमरावोल पार्टी नेता भन्दा बिश्वास अब सचेत नागृकलाइ मान्छन अहिले ऋषि जि!!,2
सुन्नुहोस मलाइ भन्नदिनुहोस ऋषि जि😁❤️,2
"जनता हान्न चाहान्छ,फटाह नेताहरुलाई",2
ऋषि धमलालाई मेरो गम्भीर प्रश्न अहिले सम्म जति पनि सन्धि सम्झौता भए कुन चाहिँ सम्झौता नेपालको हितमा छ? अनि mcc हुन सक्छ? पैसाको मुख नदेखेका मुरदार हरु हुन हाम्रो देशका नेताहरु पैसाको पछाडि के कस्ता कारण हरु छन् विश्लेषण गर्न नसक्ने नालायकहरू आधा देश त बेची सकेका छन् बाँकी आधा पनि बेच्ने भए।,2
बास्तबमा rishi धमला लाई प्रश्नको गम्भीरता को ज्ञाननै छैन्,2
नेपाली को bussiness भनेकै दल त हो।,2
भिम रावल देश र जन्ताको लागि खुलेर बोल्ने नेता,2
हाल एमाले को दोस्रो अध्यक्ष हो एक दुइ बर्ष पछी स्वत पहिलो अध्यक्ष भिमरावल ढुक्क ।,2
Salut छ Dr भीम रावल लाई no MCC,2
जहा आफ्नै पार्टी को महाधिवेशन मा अर्कै ग्रह देखि आएको जस्तो ब्याबहार गरिन्छ भने त्यो पार्टी मा बस्नुको औचित्य छैन। हजारौ मुर्खहरुको अगाडी एक बिद्वानको केही लाग्दैन आगे हजुरको मर्जी ।,2
यो सिरि ता पत्रकार चै कसरी भयो हौ हावा दारिमा बोल्ने त्यत्रो प्रमाण सहित भन्दैछ जबर्जस्त बोल्छ,2
आज mcc बारे भिम रावलको दफा दफा बारे आएन भने के गर्ने धमला जि?,2
धमला जि महरा ले ईन्भाईट गरेनन र उनि त दिउसै झ्या...थिय त😃😃,2
ऋषि धमलाको पारा  बोल्नै दिँदैन बा । झल्लो पत्रकार ठ्याक्कै,2
No MCC खारेज हुनुपर्छ,2
भिम रावलजिकाे बिजाेग भयाे तर अाेलिकाे वहिर्गमन पछि माधवकुमार संग पार्टी मिलाउने सेतु तपाइँ बन्न सक्नुहुन्छ ।,2
मलाइ त अस्ति को प्रचण्ड सङ्गको interview मै सन्का लागेको थियो प्रचण्डे ले हजुर हरु मुख्य मुख्य ठुलो मिडिया लाई पनि बोलाइन्छ भन्दा खेरी  अब प्रचण्डेको मिडिया लाई केहि डलर को घाँस देखाएर राम्रै schooling गरि जन्ता मा भ्रम छर्ने काम गरिदै छ ।,2
भिम रावल एमालेमा सल्लाह कार भएर एकबार ठिक बाटोमा हिडाउनु परो,2
तपाई नपढ्ने नसुन्ने गरेपछि थाहा धमला जी…,2
भिम ले बोलेको कुरा mmc  को बारेमा  एकदम  ठिक  लागेयो,1
धेरै राम्रो कुरा भिम रावल जि यो खड्का ओलि माहा दलाल चोर थुक्क त नो एम सि सि सि,2
पायको जिम्मेवारी पुरा गर्न नसक्ने मिडिया मा आयर बोल्ने लाइ भिमे भनिन्छ,2
ऋषि जि बिनाकाम सुरुमा 7/8 मिनेट किन बर्बाद गरेको?,2
यो मुला धमला आँफैलाई थाहा छैन एम सि सि मा केके लेखेको छ भनेर वेइजेत् मा बहस गर्न खोज्छ त्यो पनि नेपाल को सिर्स एजुकेटेट् नेता सँग !,2
यो प्रत्रकार त पागलको महा पागल रैछ यार।,0
सेरबाहादुरले कति पैसा दिएको छ ऋषिधमलालाइ?,2
हैन यो भाते  हतुवा चाटुकार पत्रुकार धमला सङ्ग अन्तरबार्ता दिन किन जान्छन?? यस्ता स्वाठ हरुले देश बिगारेको हो,2
भिम रावलको यो कुरामा दम छ राष्टवाद छ। नेपाल र नेपालिको हितमा छ।,2
नारायण काजी अदक्ष भए ठिक हुन्छ,2
माओवादीमा जो बनेनी हुन्छ पाटी छ र??,2
यो ऋषि मुला एमाले फुटाउन हात धोएर लागेको छ!! पत्रकार गर्ने शैली छैन।।,2
सकास्पद छ यो रिशी पनि धमला हो कि हमला लाई पनि केही ड्लर को बिटो ले किने को जस्तो देखियो interview मा guest बोलाएर बोल्नै दिदैन मेरो गोरु को बह्रै टक्का भने जस्तो गर्छ नेताहरु ले राम्रै schooling गरेर सुनियोजित interview राखिएको जस्तो देखियो । गेस्ट बोलाइ सके पछि सुन्ने बानी पनि बसाल न है,2
पाटि जुन सुकै होस बिदि को शासन पालन गर्नु पछ kp is bad,2
पद नपाएसी नया पार्ती खोल्नै पर्ने भो आखिर्😂😂😂😂,2
"धमला जी को रोजिरोटि नै भिम रावल रैछ, यता फर्कियो रावल उता फर्कियो रावल!",2
हैन माधब तिर गयर मेरो गल्ति भो अब त्यस्तो गल्ती गर्दिन भने त भैगोनी,2
यस्तो भएर के पाटी मा बस्नु😪,2
ऋषि धमला अरुलाइ बोल्न नदिने कस्तो कबाडी हो ऋषि,2
झ्याउ कार्यक्रम एक्लै 8 मिनेट बोलेपछी हामी कसरी हेर्नू झोले पत्रुकार ऋषि धमला,2
म कुनै गुरुको इन्नर इन्जीनीरिंग(INNER ENGINEERING) भन्ने क्लास मा गएको थिए। त्येहा हरेक मनिष ले खुसी र सन्तुस्टीको लागि तीन कुराहरु जहिले पनि याद गर्नु पर्छ भनियो।,2
1. मित्र्यु : हामी सबैले  एक दिन मर्नु पर्छ।,2
2. अहंकार : हाम्रो मित्र्यु हुनेहुदा धेरै अहंकारी बन्नूको खासै केहि पनि औचित्य छैन।,2
"सातामा आठ पटक  त ,रिखी सं अन्तरबार्ता  देलान्  यिनले,",2
"ऋषि धमलाले अब मुकुन्देको अन्तरवार्ता लिए हुन्छ, बारम्बार MCC नेपाल र नेपालीको लागी घातक छ भनेर भिम रावलले बुदाहरु बताई दिदा पनि कति बुझ्दैनन् हो,,, रिसै उठ्दो 😡",2
रिशी g  तपाईं  अलि कम बोल्न्होस न अनि पो भनुहुन्छ त यार,2
धेरै राम्रो गुट लक,1
