,text,label
704,पढायो पढायो पाठ १६ दुने ८ भन्या यही रैछ ।,0
705,एच.आइ.भी लागेको ब्यक्ती लाई एच.आइ.भी पीडित हैन एच.आइ.भी सङ्क्रमित भन्नु पर्छ भनेर ज्ञान नहुने ले दिएको शुभकामना ले सो ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।,1
706,ब्यक्ती मा कस्तो असार पर्ला भनेर हेक्का नि किन नराखेको होला ।,2
707,सरकारी टोली सगरमाथा शिखरमा पुगेर उपकरण फिट गर्दैमा तत्कालै उचाइ पत्ता लाग्ने भने होइन । सबै प्रक्रिया टुंग्याएर डाटा प्रोसेसिङ गरि उचाइ निकाल्न अझै कम्तीमा ६ महिना लाग्ने महानिर्देशक जोशीले बताए । जमिनमा गर्ने सर्बेको काम अझै एक दुई महिना लाग्ने उनले बताए । तर सिजनकै बेला सगरमाथा आरोहण गर्नुपर्ने भएकाले शिखरको मापनको काम सकिएको हो ।,1
708,सरकारी टोली सगरमाथा शिखरमा पुगेर उपकरण फिट गर्दैमा तत्कालै उचाइ पत्ता लाग्ने भने होइन ,1
709,सबै प्रक्रिया टुंग्याएर डाटा प्रोसेसिङ गरि उचाइ निकाल्न अझै कम्तीमा ६ महिना लाग्ने महानिर्देशक जोशीले बताए ।,2
710,तर सिजनकै बेला सगरमाथा आरोहण गर्नुपर्ने भएकाले शिखरको मापनको काम सकिएको हो ।,2
711,शिखरको मापनको काम सकिएको हो ,2
712,हुदैन बिहान मिर्मिरे मा तारा झरेर नगए,2
713,मिर्मिरे मा तारा झरेर नगए,2
714,मुश्किल घडी कसैलाई नदिनु,1
715,घडी कसैलाई नदिनु,2
716,यस्तो राम्रो मान्छे को यस्तो राम्रो फोटो,1
717,यस्तो राम्रो फोटो,1
718,यस्तो राम्रो मान्छे,1
719,सानैदेखि धेरै फोटो देखियो तर तपाइको जस्तो फोटो अहिले सम्म देखेको थिइन,2
720,सानैदेखि धेरै फोटो देखियो,2
721,तपाइको जस्तो फोटो अहिले सम्म देखेको थिइन,2
722,मेकअप त भ्रम मात्रै हो,2
723,भ्रम मात्रै हो,2
724,यो हो निस्वार्थ समाजसेवा भनेको सार्है राम्रो काम,1
725,निस्वार्थ समाजसेवा,1
726,सार्है राम्रो काम,1
727,गर्ने ले सिधेइ गर्छन् क्यामेरा तेर्साएर गर्दैनन्,1
728,गर्ने ले सिधेइ गर्छन्,1
729,क्यामेरा तेर्साएर गर्दैनन्,1
730,एकदमै महान कार्य धन्य छ तिमी लाई,1
731,एकदमै महान कार्य,1
732,धन्य छ तिमी लाई,1
733,यो सरकारको बिरोध गरेको हैन सरकारलाई सुझाब हो,2
734,यो सरकारको बिरोध गरेको हैन,1
735,सरकारलाई सुझाब हो,1
736,सबै यसरी नै पालै पालो सफा गरे सफा हुन्छ सहर,1
737,सफा गरे सफा हुन्छ सहर,1
738,सम्मान गरेछम् हामी यिनको कामलाई,1
739,सम्मान गरेछम्,1
740,राम्रो गरेकोमा सम्मान छ,1
741,सम्मान छ,1
742,सानै उमेरबाट केहि गर्न चाहन्छु म,2
743,केहि गर्न चाहन्छु म,1
744, सशस्त्र द्वन्द्वकालमा बरु सुरक्षित काठमाडौँ!!  दुई तिहाइ बहुमत प्राप्त सरकार को पालोमा असुरक्षित महसुस हुँदैछ,0
745,सशस्त्र द्वन्द्वकालमा बरु सुरक्षित काठमाडौँ!!,1
746,दुई तिहाइ बहुमत प्राप्त सरकार को पालोमा असुरक्षित महसुस हुँदैछ,0
747,असुरक्षित महसुस हुँदैछ,0
748,Humanity naam ko ciz xaena hamro nepali haru ma tyo bomb blast ma parni haru lai kasto vaira hola sochya xa?? Uni haru ko family ko halat kasto hola sochya xa?? Sab lai voli bida hunxa ki nai vanney pir xa kasailai billa udaunu parya xa... Heartless peoples tyo bomb blast ma uni haru parnu parney then tha hunthyo real pain k ho vanera...,0
749,Humanity naam ko ciz xaena hamro nepali haru ma tyo bomb blast ma parni haru lai kasto vaira hola sochya xa??,0
750,Uni haru ko family ko halat kasto hola sochya xa??,2
751,Sab lai voli bida hunxa ki nai vanney pir xa kasailai billa udaunu parya xa...,0
752,Heartless peoples tyo bomb blast ma uni haru parnu parney then tha hunthyo real pain k ho vanera...,0
753,Nice photography,1
754,"अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन् नयाँ पुस्ताले ,,,",1
755,अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन्,1
756,"नयाँ पुस्ताले ,,,",1
757,गलत सिक्का मा होइन डुङ्गा को ड्याक मा एक पट्टि थुकेर थुक भिजाएर अर्को पट्टि सुक्खा राखेर थुक कि सुख भनेर टस गरिन्थ्यो,2
758,थुक कि सुख भनेर टस गरिन्थ्यो,2
759,गलत सिक्का मा होइन डुङ्गा को ड्याक मा,2
760,Nepal's Government Finally Made A Right Decision,1
761,Finally Made A Right Decision,1
762,wow cool government thanks for holiday,1
763,thanks for holiday,1
764,आफू कर्तव्यबाट चुक्ने अनि जाबो नाथे गेमलाइ दोष दिने होइन,0
765,आफू कर्तव्यबाट चुक्ने,2
766,अनि जाबो नाथे गेमलाइ दोष दिने होइन,0
767,जजसका छोराछोरी बिग्रे तिनलाई सुधारे हुन्छ,0
768,छोराछोरी बिग्रे,0
769,तिनलाई सुधारे हुन्छ,0
770,यसरी चिच्याउनुको कुनै अर्थ छैन,0
771,चिच्याउनुको कुनै अर्थ छैन,0
772,अर्थ छैन,2
773,"जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन",1
774,"जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो",1
775,मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ,1
776,बै धर्मलाइ कदर गरिनु पर्छ,1
777,मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन,1
778,नेपालको तेस्रो ठुलो जनसङ्ख्या भयको समुदायलाई बर्सभरीमा दुई दीन बिदा दीन मुस्लिम समुदायले सरकारसँग ठुलो सङ्घर्ष गर्नुपर्यो यसकारण नेपाल सरकारलाई धन्यबाद दीन चाहान्न।,1
779,नेपालको तेस्रो ठुलो जनसङ्ख्या भयको समुदायलाई बर्सभरीमा दुई दीन बिदा दीन मुस्लिम समुदायले सरकारसँग ठुलो सङ्घर्ष गर्नुपर्यो,1
780,यसकारण नेपाल सरकारलाई धन्यबाद दीन चाहान्न।,1
781,काधमा भारी बुवाको जिम्मेवारी,2
782,बुवाको जिम्मेवारी,2
783,हार्दिक धन्यवाद,1
784,हार्दिक धन्यवाद केशव सर र साहित्य संसारलाई,1
785,धन्यवाद केशव सर,1
786,नेपाल मा कुनै पनि सामन राम्रो छैन,0
787,कुनै पनि सामन राम्रो छैन, 0
788,यो घडी नकिननुहोस् यो घडी पैसाको बर्बाद हो किनेकाे केहि दिनमै घडीको रंग हराउन सुरु हुन्छ,0
789,यो घडी नकिननुहोस् यो घडी पैसाको बर्बाद हो,0
790,यो घडी पैसाको बर्बाद हो,0
791,सामान किन्ने काम गल्तीले पनि नगर्नुहोला,0
792,किन्ने काम गल्तीले पनि नगर्नुहोला,0
793,गल्तीले पनि नगर्नुहोला,2
794,यहाँको उत्पादहरूसँग सन्तुष्टि हुदैन यो एकदम घटिया र झुटो रहेछ भन्नसक्छु,0
795,एकदम घटिया र झुटो रहेछ भन्नसक्छु,2
796,यहाँको उत्पादहरूसँग सन्तुष्टि हुदैन,0
797,वृद्ध प्रयोगकर्ताहरूको लागि सजिलो छैन,0
798,प्रयोगकर्ताहरूको लागि सजिलो छैन,0
799,सजिलो छैन,0
800,"शिक्षा, स्वास्थ्य र कृषि प्राथमिकतामै परेनन्",0
801,कृषि प्राथमिकतामै परेनन्,0
802,"सबैभन्दा नराम्रो किनमेल अनुभव, मैले गरेको छु",0
803,मैले गरेको छु,2
804,सबैभन्दा नराम्रो किनमेल अनुभव,0
805,"पुरै ठग्ने काम गर्छ, अडर कुनै चिजको र डेलिभरी अरु नै गर्दो रहेछ मेरो रू १८००० ठगो",0
806,पुरै ठग्ने काम गर्छ,0
807,अडर कुनै चिजको र डेलिभरी अरु नै गर्दो रहेछ मेरो रू १८००० ठगो,0
808,दुब्लीकेट सामान हो यो,0
809,दुब्लीकेट सामान,0
810,यो उत्पादन बाट आज  सम्म निराश छैन,1
811,आज  सम्म निराश छैन,1
812,सुमार्गीको जग्गा कब्जाको दाबी,0
813,जग्गा कब्जाको दाबी,0
814,रक्षा परिषद्सम्बन्धी विधेयक हुबहु पास हुन नदिने,0
815,विधेयक हुबहु पास हुन नदिने,0
816,कांग्रेस नेता सिटौला ह्याम्स अस्पतालको आईसीयूमा,2
817,अस्पतालको आईसीयूमा,2
818,कांग्रेस नेता सिटौला,2
819,नेपाली विद्यार्थीको विदेश पीडा,0
820,विद्यार्थीको विदेश पीडा,0
821,विदेश पीडा,0
822,पीडा,0
823,Fake news just clickbait.,2
824,Fake news,2
825,छ्या कस्तो नराम्रो,0
826,छ्या,0
827,कस्तो नराम्रो,0
828,म तपाईँलाई घृणा गर्छु।,0
829,घृणा गर्छु,0
830,घृणा,0
831,delli le aja ko game ma ne sandip lai kelayenw,2
832,kelayenw,0
833, सबैलाई थाहा छ कि तपाईले आफ्नो चार्जर फिर्ता लिनु भएको छ,2
834,तपाईले आफ्नो चार्जर फिर्ता लिनु भएको छ,2
835,फिर्ता लिनु भएको छ,2
836,Yo saman kineko dwee din ma bigreyo,0
837,kineko dwee din ma bigreyo,0
838,किनिएको समानहरुमा निकै नै खराबी देखियो र निकै चाडै बिग्रियो,0
839,किनिएको समानहरुमा निकै नै खराबी देखियो,0
840,िकै चाडै बिग्रियो,0
841,देलिवर गर्न अलि ढिलो भयो।,0
842,अलि ढिलो भयो।,0
843,देलिवर,0
844,सब्जीको मूल्य उच्च हो,2
845,मूल्य उच्च हो,2
846,म दुखि छु,0
847,दुखि,0
848,खेल खेल्दै मेरो आँखालाई चोट पुर्याउँछ,2
849,आँखालाई चोट पुर्याउँछ,0
850,चोट पुर्याउँछ,0
851,चोट,0
852,ई मीडियाले समाजमा गलत असर गर्दैछ,0
853,समाजमा गलत असर गर्दैछ,0
854,असर गर्दैछ,0
855,Dhulo uthauna stop  gareu vane ma Lastai risauxu hai gaizz,0
856,Dhulo uthauna stop  gareu vane,2
857,यो समान किनेनौ भने म लस्तै रिसौछुनि,0
858,यो समान किनेनौ भने,2
859,यो पेज खोल्ने मान्छे देखेर लास्टै रिसाउछु  म,0
860,यो पेज खोल्ने मान्छे,0
861,काठमान्डौ पुरै उठुन्जेल नि सकिन्न धुलो पिच कहाँ छ र धुलो सकिन जति उठायो उति आउछ,0
862,धुलो सकिन जति उठायो उति आउछ,0
863,काठमान्डौ पुरै उठुन्जेल नि सकिन्न धुलो पिच कहाँ छ,0
864,काठमान्डौ पुरै उठुन्जेल नि सकिन्न,0
865,नेपाली धुलो चाहे broomer ले सफा गरोस्कि पानी हालेर cleaner लार गरोस् सफा हुन्न,0
866,सफा हुन्न,0
867,नेपाली धुलो चाहे broomer ले सफा गरोस्कि पानी हालेर cleaner लार,2
868,येहा बाटो नै थर्ड क्लासको हुछ,0
869,र्ड क्लासको हुछ,0
870,पिहिले राम्रो बाटो निर्माण गर्नु अनि प्राविधि उपयोग गर्दा राम्रो,1
871,पिहिले राम्रो बाटो निर्माण गर्नु,1
872,अनि प्राविधि उपयोग गर्दा राम्रो,1
873,broomer चलाएर हुन्छ खुरु खुरु बाटो गतिलो बनाउनु नि,0
874,broomer चलाएर हुन्छ,0
875,खुरु खुरु बाटो गतिलो बनाउनु नि,0
876,Road सफा गर्ने ब्रोमरको मात्र काम छैन,0
877,Road सफा गर्ने,0
878,ब्रोमरको मात्र काम छैन,0
879,दराजमा डिग्री पिएच डी काे सर्टिफिकेट छ तर व्यबहारमा राक्षस छ,0
880,व्यबहारमा राक्षस छ,0
881,दराजमा डिग्री पिएच डी काे सर्टिफिकेट छ,1
882,म ट्युसन क्लास पढेर म्याजिकमा घर फर्कदै थिए,2
883,म्याजिकमा घर फर्कदै थिए,2
884,म ट्युसन क्लास पढेर,2
885,मलाई झिझाे लाग्यो उहाँ बाेलेकाे देख्दा,0
886,उहाँ बाेलेकाे देख्दा,2
887,मलाई झिझाे लाग्यो,1
888,"छाेराहरु चिल्ला गाडी चढ्न थाले बजारमा ठुला ठुला महल थप्दै गए, तर संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्",0
889,छाेराहरु चिल्ला गाडी चढ्न थाले,1
890,बजारमा ठुला ठुला महल थप्दै गए,1
891,संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्,0
892,वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्,0
893,लौन यो हाम्रो बेसिसहर देखो -चामे मनाङ सम्म एउटा पानी हाल्ने ट्याङकर मिलाउन पर्यो है,2
894,एउटा पानी हाल्ने ट्याङकर मिलाउन पर्यो है,2
895,yo broomers बौद्ध जोरपाटी आएन भने म लास्ट रिसाउछु है गाइज,0
896,जस्तो पोस्टमा पनि मजाक यार सब का सब पागल को दर्जा दिन लायक छन,0
897,सब का सब पागल को दर्जा दिन लायक छन,0
898,जस्तो पोस्टमा पनि मजाक यार,0
899,"राडाबानहरु देश लुटेर रित्तिन लागिसक्यो तिनिहरुलाई केही गर्न सक्दैन  पैसा कमाएर आफ्नो परिवार पाल्छु भन्नेलाई गरिखान दिदैन्,0
थुक्क लाजनभएको कुलङ्घार सरकार",0
900,राडाबानहरु देश लुटेर रित्तिन लागिसक्यो,0
901,तिनिहरुलाई केही गर्न सक्दैन  पैसा कमाएर आफ्नो परिवार पाल्छु भन्नेलाई गरिखान दिदैन्,0
902,रखार तेसैले अब यो पानीपुरिको भाडो जस्ले उठायेको थियो त्यो अपराधिलाई तेहि पानीपुरी को झोल ले आची गर्न लगाएर चाक धुन लगाउनु पर्छ,0
903,त्यो अपराधिलाई तेहि पानीपुरी को झोल ले आची गर्न लगाएर चाक धुन लगाउनु पर्छ,0
904,यो पानीपुरिको भाडो जस्ले उठायेको थियो,2
905,धिकार छ नेपाल कसरी बनोस देश,0
906,नेपाल कसरी बनोस देश,0
907,SLC सकिने बित्तिकै उसले भागौ भन्दा भागेको भय अहिले अस्ट्रेलिया पुगिसकिन्थ्यो होला भाग्न अल्छी गरियो अहिले जिन्दगिले खेद्दै छ,2
908,SLC सकिने बित्तिकै उसले भागौ भन्दा भागेको भय अहिले अस्ट्रेलिया पुगिसकिन्थ्यो,2
909,भाग्न अल्छी गरियो अहिले जिन्दगिले खेद्दै छ,0
910,यस्मा हाहा React आएन भने म लास्तै रिसाउछु है,0
911,नजिककाे तीर्थ लाई हेला गर्ने बानी नेपालीको कहिले गएन,2
912,नजिककाे तीर्थ लाई हेला,0
913,हेला गर्ने बानी नेपालीको कहिले गएन,0
914,एउटा धोती ले दस जना नेपाली ठ्ग्छ भन्थे हजुरबा ले साच्चै रैछ क्या,0
915,उटा धोती ले दस जना नेपाली ठ्ग्छ,0
916,के तपाईं घर बनाउदै हुनुहुन्छ ?,2
917,घर बनाउदै हुनुहुन्छ ?,2
918,जिउदो नेपाली लाई ठ्ग्छ भन्थे हो रैछ,2
919,यो लोकेन्द्र बाहादुर चन्दलाइ किन सुरक्षा चाहियो र देश भरि गरेर १०० जना कार्यकर्ता नहुने पाटिको नेतालाई कसले के गर्छ र ,2
920,यो लोकेन्द्र बाहादुर चन्दलाइ किन सुरक्षा चाहियो,2
921,देश भरि गरेर १०० जना कार्यकर्ता नहुने पाटिको नेतालाई कसले के गर्छ र,2
922,यहाँ जिन्दगी नै धरापमा रैछ हाम्रो नेपालमा,0
923,यहाँ जिन्दगी नै धरापमा रैछ,0
924,असली मजा त तेति बेर लाग्छ जब बाटोमा हिन्दै गर्दा ex को बुनु ले भनोस दिदी त्यो हेर्नुस कति राम्रो दाइ,0
925,बाटोमा हिन्दै गर्दा ex को बुनु ले भनोस दिदी त्यो हेर्नुस कति राम्रो दाइ,0
926,त्यो हेर्नुस कति राम्रो दाइ,0
927,लोकेन्द्र बहादुरलाई बेईजत गराउने कामगर्न खोजेजस्तो छन नि उनले,0
928,लोकेन्द्र बहादुरलाई बेईजत गराउने,0
929,१४ १५ बर्ष पहिलेका प्रम लाई अहिले सम्म सुरक्षा अनि तिनको सुरक्षाकर्मीको घमन्ड । देशको यो हाल देख्दा दया लाग्नि भैसक्यो ,2
930,१४ १५ बर्ष पहिलेका प्रम लाई अहिले सम्म सुरक्षा अनि तिनको सुरक्षाकर्मीको घमन्ड ,0
931,देशको यो हाल देख्दा दया लाग्नि भैसक्यो ,2
932,आज देश र जनताको सुरक्षा दिने सरकारी कर्मचारी जनताको कर बाट परिवार पाल्ने ले अर्को नागरिक लाई लडाएर हिँड्यो रोकेर उपचार को लागी सहयोग सम्म गरेन,0
933,लडाएर हिँड्यो रोकेर उपचार को लागी सहयोग सम्म गरेन,0
934,उपचार को लागी सहयोग सम्म गरेन,0
935,सर्बसाधरण जनतामाथि यस्तो ज्यादती गर्ने नकचरा नकचरीहरुलाई टँडिखेलमा राखेर कंचटमा हानेर कसैले त उँडाइदिए त टन्टै साफ यार,0
936,सर्बसाधरण जनतामाथि यस्तो ज्यादती गर्ने नकचरा,0
937,टँडिखेलमा राखेर कंचटमा हानेर कसैले त उँडाइदिए त टन्टै साफ यार,0
938,आफ्नै बाउ को बिर्ता जतिकै गरेर बाटबाटो मान्छे ठोक्दै हिड्ने यी सरकारी भरौटे हरु ले के सम्झिन्छन् हौं मान्छे को शरीर लाई किरा फटयांग्रा जतिको पनि गन्दैन्न त,0
939,आफ्नै बाउ को बिर्ता जतिकै गरेर बाटबाटो मान्छे ठोक्दै हिड्ने,0
940,यी सरकारी भरौटे हरु ले के सम्झिन्छन्,0
941,मान्छे को शरीर लाई किरा फटयांग्रा जतिको पनि गन्दैन्न त,0
942,मुजि बर्दी लाए भन्दै मा मनपरी गर्दै हिड्ने,0
943,मुजि बर्दी लाए भन्दै मा मनपरी,0
944,f*ck,0
945,f**k,0
946,चि*ने,0
947,चार जना साक्षी राखेर त्यो गाडी सहित ड्राइभरलाई जलाईदेउ बाकी हेरौला,0
948,चार जना साक्षी राखेर त्यो गाडी सहित ड्राइभरलाई जलाईदेउ,0
949,त्यो गाडी सहित ड्राइभरलाई जलाईदेउ,0
950,येस्तै येस्तै कारण हो बिप्लब हरु को जन्म हुने येस्ता पातकी लाई ठाउँ को ठाउँ कार्वाही गर बिप्लव दाजै,0
951,येस्तै येस्तै कारण हो बिप्लब हरु को जन्म हुने,0
952,येस्ता पातकी लाई ठाउँ को ठाउँ कार्वाही गर बिप्लव दाजै,1
953,साला खाते police हरु जन्ता लाई सुरक्षा दिने काम हो उल्टै जनता लाई कुल्चेर हिन्छन दानव हरु,0
954,साला खाते police हरु,0
955,जन्ता लाई सुरक्षा दिने काम हो,2
956,उल्टै जनता लाई कुल्चेर हिन्छन दानव हरु,2
957,कता गएछन विप्लवको टिम यस्तो कुकुर पुलिस फोर्सको गाडिमा किन बम पड्किदैन,0
958,कता गएछन विप्लवको टिम,2
959,यस्तो कुकुर पुलिस फोर्सको गाडिमा किन बम पड्किदैन,0
960,गाडिमा किन बम पड्किदैन,0
961,यस्ता भातमारा पुलिसले त जनतालाई हेप्छ अनि नेताहरुले यत्रो नहेपोस,0
962,यस्ता भातमारा पुलिसले त जनतालाई हेप्छ,0
963,पुलिसले त जनतालाई हेप्छ,0
964,अनि नेताहरुले यत्रो नहेपोस,2
965,या आयेर जति सुकै देशभक्ति देखाएपनी सरकारलाई घन्टा फराक पर्ने वाला छैन,0
966,सरकारलाई घन्टा फराक पर्ने वाला छैन,0
967,देशभक्ति,0
968,तेसको बाउहरुले बनाईदेको बाटो होला तेही भएर तेसरी आखँइ नहेरी चलाको होला साला डन्ठेहरु,0
969,तेसको बाउहरुले बनाईदेको बाटो होला,0
970,तेही भएर तेसरी आखँइ नहेरी चलाको होला साला डन्ठेहरु,0
971,थुईइक तिमीहरुको कुहिएको बुद्दी,0
972,कुहिएको बुद्दी,0
973,थुईइक,0
974,बिल्गेट्स लाई राजेश दाई ले दान मा पैसा दिएर त्यो संसार को धनी मान्छे भएको भन्ने सुनेको थिए,2
975,िल्गेट्स लाई राजेश दाई ले दान मा पैसा दिएर,2
976,"त्यो संसार को धनी मान्छे भएको भन्ने सुनेको थिए"",2

बिचरा केपी लाई दाईले एकदिन गुट्खा खाने पैसा दिनु भएछ""",0
977,एकदिन गुट्खा खाने पैसा दिनु भएछ,2
978,बिचरा केपी,2
979,बर्सौ देखि भारत बाट आएर टिन फलाम सफा गर्नी को मतलव छैन गोराले गरेसी हाल्छ्स रुटिने,0
980,बर्सौ देखि भारत बाट आएर टिन फलाम सफा गर्नी को मतलव छैन,0
981,"अरे रुटिने खोसे जस्तो देखियो है, अर्को फोटो राख यार",2
982,अरे रुटिने खोसे जस्तो देखियो है,2
983,अर्को फोटो राख यार,2
984,बिदेशमा नेपाल को सरसफाइ को लागि भन्दै डोनेसन उठाएर यहा फोटो खिचेर घुम्छ्न जोले केहि बिदेशिहरु रुटिनेलाई यतिकै पोस्ट गर्ने हतार हुन्छ,0
985,बिदेशमा नेपाल को सरसफाइ को लागि भन्दै डोनेसन उठाएर यहा फोटो खिचेर घुम्छ्न,0
986,जोले केहि बिदेशिहरु,0
987,रुटिनेलाई यतिकै पोस्ट गर्ने हतार हुन्छ,0
988,विदेशी पनि कहाँको लाटो छ  फोटो खिच्यो रिपोर्ट पठायो अनि टन्न डलर पचायो,0
989,विदेशी पनि कहाँको लाटो छ,0
990,फोटो खिच्यो रिपोर्ट पठायो अनि टन्न डलर पचायो,0
991,नेपाली हरु ले पनि त बिदेश मा गएर toilet सफा गर्छन नि रुटुने,0
992,बिदेश मा गएर toilet सफा गर्छन नि,2
993,एउटा बच्चो बनाउन नसक्नेले देश बनाउछु भनि लागेको छ साला,0
994,देश बनाउछु भनि लागेको छ,1
995,सबका सब रोगि अचेत सुड्डोहरु ओखतीमूलो को भरमा उभ्भिएका ल्याङ्ते बुडाहरु देस बनाउन लागेका छन,0
996,सबका सब रोगि अचेत सुड्डोहरु,0
997,ओखतीमूलो को भरमा उभ्भिएका ल्याङ्ते बुडाहरु,0
998,देस बनाउन लागेका छन,1
999,आज पाल्तु प्रहरीले दुई युवालाई रास्ट्रपती र प्रधानमन्त्रीको जोक बनाएको अभियोगमा पक्रिएको सुन्दै गर्दा गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ जुन दिन केपि वली मर्नेछ,0
1000,आज पाल्तु प्रहरीले दुई युवालाई रास्ट्रपती र प्रधानमन्त्रीको जोक बनाएको अभियोगमा पक्रिएको,1
1001,गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ जुन दिन केपि वली मर्नेछ,0
1002,गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ,2
1003,होस गर आफै बन्द होलास,0
1004,सरकार सक्छस भने बलत्कारिलाई समातेर देखा  बिचरा तीन लाई किन समातछस,1
1005,सरकार सक्छस भने बलत्कारिलाई समातेर देखा,1
1006,बिचरा तीन लाई किन समातछस,1
1007,झन्डै  गु झर्ने गरि हान्यो डन्ठे ले,0
1008,हान्यो डन्ठे ले,0
1009,गफ लगाउछस,0
1010,यो पनि ति नै काम चोर त हुन् नि,0
1011,काम चोर त हुन् नि,0
1012,जनताको मुख टाल्ने काम मात्र हो यो देखावोटि,0
1013,जनताको मुख टाल्ने काम मात्र हो,0
1014,यो देखावोटि,2
1015,"बरु दुइ दिनको घुस देउन, दुइ दिनको तलब त थोरै भयो",0
1016,बरु दुइ दिनको घुस देउन,0
1017,दुइ दिनको तलब त थोरै भयो,2
1018,बरु २ प्लेट मम खानेहो तर पैसा दान नदिने हो,0
1019,बरु २ प्लेट मम खानेहो,2
1020,पैसा दान नदिने हो,0
1021,भुत्रोको सहयोग गर्नु,0
1022,के पी बाको र बिद्या देवीको जोडी राम्रो छैन,0
1023,जोडी राम्रो छैन,0
1024,देश को लुटेरा हरुको बिल्ला हानेको ठिक छ,0
1025,बिल्ला हानेको ठिक छ,0
1026,थुक्क मुजी आफुले जाबो फेसबूकमा बिल्ला भाको देख्न सक्दैनस,0
1027,फेसबूकमा बिल्ला भाको देख्न सक्दैनस,2
1028,विद्याको अगाडी हेरो हुन तेस्तो नाटक गरेको हो,0
1029,तेस्तो नाटक गरेको हो,2
1030,Muji j lai pani craze navantah,0
1031,Timi nisturi vayarani,0
1032,सबै स्वार्थ मै चलेको हुन्छन,0
1033,Dherai dukh lagyo,0
1034,यत्रो हुन्छ समृध्द राष्ट,0
1035,समृध्द राष्ट,1
1036,मोैलिक अधिकार माथि हनन हुन्छ,0
1037,जब सम्म नातावाद  कृपावाद  नेतावाद पुजिवाद इत्यादिको बिगबिगी हुन्छ तबसम्म न्याय क्षेत्रमा केही आशा नगरे हुन्छ,1
1038,न्याय क्षेत्रमा केही आशा नगरे हुन्छ,1
1039,सुसासनयुक्त अनि मर्यादित बनाउनु,1
1040,मर्यादित बनाउनु,1
1041,विडम्वना जे नहून पर्ने हो त्यो नै हून्छ यहा,2
1042,विडम्वना जे नहून पर्ने हो,0
1043,त्यो नै हून्छ यहा,2
1044,राजनितिक दवाव र नातावाद भष्टाचारी,0
1045,राजनितिक दवाव,0
1046,नातावाद भष्टाचारी,0
1047,Aafu bhanda Handsome bhayerw hola dekhdai rish uthch,0
1048,Aafu bhanda Handsome bhayerw hola,0
1049,hola dekhdai rish uthch,0
1050,नेपालमा न्याय नै पाउन निकै गाह्रो छ जस्तो लाग्छ,2
1051,नेपालमा न्याय नै पाउन निकै गाह्रो छ,0
1052,न्यायको विपरित हुने काम गरेकै देखिन्छ,0
1053,विपरित हुने काम गरेकै देखिन्छ,0
1054,Nepal ma kehi hunewala chhaina,0
1055,Nayalaya lai rajnaitik aguwa haru le sanchalan garnu hudaina ra aafna ra aafanta vana xodanu parx,1
1056,Nayalaya lai rajnaitik aguwa haru le sanchalan garnu hudaina,1
1057,aafna ra aafanta vana xodanu parxa,0
1058,झोले कार्यकर्ताहरु,0
1059,अरु कुरा सबै गफ हुन,2
1060,"चाकडी, दलाली र भष्टाचारी",0
1061,बिचरा,2
1062,पिडितहरु अहिले गाँस बाँस कपास विहिन भएका छन्,0
1063,गाँस बाँस कपास विहिन भएका छन्,0
1064,यस्तो काम मन पर्दैन,0
1065,उनिहरुले तराईका रैथाने नेपालीलाई कहिल्यै राम्रो होस् भन्ने चाहदैन ,0
1066,कहिल्यै राम्रो होस् भन्ने चाहदैन,0
1067,नेपाली बीर गोर्खाली भन्ने त इतिहासमा पढ्न मात्र पाइन्छ देख्न त कहिल्यै पाइएन,0
1068,नेपाली बीर गोर्खाली भन्ने त इतिहासमा पढ्न मात्र पाइन्छ,0
1069,देख्न त कहिल्यै पाइएन,0
1070,यहाँ दलाल ठेकेदारहरुले देश चुसेर सकिसके,0
1071,देश चुसेर सकिसके,0
1072,This is disrespectful साला आकासले नि मेकअप गरेको छैन,0
1073,This is disrespectfu,0
1074,साला आकासले नि मेकअप गरेको छैन,0
1075,ब्रम्हाले हैन शिव संकरले गाजाको धुवा फालेर यो galaxy बनेको हो,2
1076,यस्तो जाडो दिनमा पनि के चटक हो,0
1077,के चटक हो,0
